,comments,attack_object_id,attack_object_name,references,tags,capability_description,capability_id,mapping_type,score_category,score_value,related_score,group,organization,creation_date,last_update,attack_version,technology_domain,mapping_framework,mapping_framework_version
156,This control allows for blocking endpoints that have been compromised from accessing company networks or resources. This control also allows for deletion of any compromised accounts and data from compromised endpoints.,T1078,Valid Accounts,['https://support.google.com/a/answer/1734200?hl=en'],"['Identity', 'Patch Management']",Endpoint Management,Endpoint Management,technique-scores,Respond,Partial,,Endpoint Management,,05/11/2022,05/11/2022,10,enterprise,gcp,
157,This control can prevent exfiltration over USB by disabling USB file transfers on enrolled Android devices.,T1052.001,Exfiltration over USB,['https://support.google.com/a/answer/1734200?hl=en'],"['Identity', 'Patch Management']",Endpoint Management,Endpoint Management,technique-scores,Protect,Partial,,Endpoint Management,,05/11/2022,05/11/2022,10,enterprise,gcp,
158,"This control may restrict which apps can be installed and accessed on enrolled devices, preventing exfiltration of sensitive information from compromised endpoints to cloud storage.",T1567.002,Exfiltration to Cloud Storage,['https://support.google.com/a/answer/1734200?hl=en'],"['Identity', 'Patch Management']",Endpoint Management,Endpoint Management,technique-scores,Protect,Partial,,Endpoint Management,,05/11/2022,05/11/2022,10,enterprise,gcp,
159,"Cloud VPN enables traffic traveling between the two networks, and it is encrypted by one VPN gateway and then decrypted by the other VPN gateway. This action protects users' data as it travels over the internet. This control may prevent adversaries from sniffing network traffic. ",T1040,Network Sniffing,['https://cloud.google.com/network-connectivity/docs/vpn/concepts/overview'],"['Network', 'Encryption']",CloudVPN,CloudVPN,technique-scores,Protect,Significant,,CloudVPN,,05/11/2022,05/11/2022,10,enterprise,gcp,
160,"Cloud VPN enables traffic traveling between the two networks, and it is encrypted by one VPN gateway and then decrypted by the other VPN gateway. This action protects users' data as it travels over the internet. This control may prevent adversaries from attempting to position themselves between two or more networks and modify traffic. ",T1557,Adversary-in-the-Middle,['https://cloud.google.com/network-connectivity/docs/vpn/concepts/overview'],"['Network', 'Encryption']",CloudVPN,CloudVPN,technique-scores,Protect,Significant,,CloudVPN,,05/11/2022,05/11/2022,10,enterprise,gcp,
161,This control provides protection against data from being manipulated by adversaries through target applications by encrypting important information. ,T1565,Data Manipulation,['https://cloud.google.com/network-connectivity/docs/vpn/concepts/overview'],"['Network', 'Encryption']",CloudVPN,CloudVPN,technique-scores,Protect,Partial,,CloudVPN,,05/11/2022,05/11/2022,10,enterprise,gcp,
162,"This control provides protection against data from being manipulated by adversaries through target applications by encrypting important information. Since this control only provides protection against data in transit, it received a partial score. ",T1565.002,Transmitted Data Manipulation,['https://cloud.google.com/network-connectivity/docs/vpn/concepts/overview'],"['Network', 'Encryption']",CloudVPN,CloudVPN,technique-scores,Protect,Partial,,CloudVPN,,05/11/2022,05/11/2022,10,enterprise,gcp,
163,"Cloud VPN enables traffic traveling between the two networks, and it is encrypted by one VPN gateway and then decrypted by the other VPN gateway. This action protects users' data as it travels over the internet. This control may prevent adversaries from attempting to position themselves between two or more networks and modify traffic. ",T1557.002,ARP Cache Poisoning,['https://cloud.google.com/network-connectivity/docs/vpn/concepts/overview'],"['Network', 'Encryption']",CloudVPN,CloudVPN,technique-scores,Protect,Partial,,CloudVPN,,05/11/2022,05/11/2022,10,enterprise,gcp,
164,"This control provides protections against adversaries who try to access and/or persist within a network. Remote services such as VPNs, Citrix, and other access mechanisms allow users to connect to internal enterprise network resources from external locations. ",T1133,External Remote Services,['https://cloud.google.com/network-connectivity/docs/vpn/concepts/overview'],"['Network', 'Encryption']",CloudVPN,CloudVPN,technique-scores,Protect,Partial,,CloudVPN,,05/11/2022,05/11/2022,10,enterprise,gcp,
165,,T1552,Unsecured Credentials,['https://cloud.google.com/security-key-management'],['Credentials'],Cloud Key Management,Cloud Key Management,technique-scores,Protect,Minimal,,Cloud Key Management,,05/11/2022,05/11/2022,10,enterprise,gcp,
166, This control's protection is specific to a minority of this technique's sub-techniques and procedure examples resulting in a Minimal Coverage score and consequently an overall score of Minimal.,T1552.005,Cloud Instance Metadata API,['https://cloud.google.com/security-key-management'],['Credentials'],Cloud Key Management,Cloud Key Management,technique-scores,Protect,Significant,,Cloud Key Management,,05/11/2022,05/11/2022,10,enterprise,gcp,
167,"This control manages symmetric and asymmetric cryptographic keys for cloud services and protects against stealing credentials, certificates, keys from the organization.",T1588,Obtain Capabilities,['https://cloud.google.com/security-key-management'],['Credentials'],Cloud Key Management,Cloud Key Management,technique-scores,Protect,Partial,,Cloud Key Management,,05/11/2022,05/11/2022,10,enterprise,gcp,
168,Protects against trust mechanisms and stealing of code signing certificates,T1553,Subvert Trust Controls,['https://cloud.google.com/security-key-management'],['Credentials'],Cloud Key Management,Cloud Key Management,technique-scores,Protect,Significant,,Cloud Key Management,,05/11/2022,05/11/2022,10,enterprise,gcp,
169,"This control manages symmetric and asymmetric cryptographic keys for cloud services and protects against stealing credentials, certificates, keys from the organization.",T1555,Credentials from Password Stores,['https://cloud.google.com/security-key-management'],['Credentials'],Cloud Key Management,Cloud Key Management,technique-scores,Protect,Partial,,Cloud Key Management,,05/11/2022,05/11/2022,10,enterprise,gcp,
170,Provides protection against attackers stealing application access tokens if they are stored within Cloud KMS.,T1528,Steal Application Access Token,['https://cloud.google.com/security-key-management'],['Credentials'],Cloud Key Management,Cloud Key Management,technique-scores,Protect,Partial,,Cloud Key Management,,05/11/2022,05/11/2022,10,enterprise,gcp,
171,"This control manages symmetric and asymmetric cryptographic keys for cloud services and protects against stealing credentials, certificates, keys from the organization.",T1588.003,Code Signing Certificates,['https://cloud.google.com/security-key-management'],['Credentials'],Cloud Key Management,Cloud Key Management,technique-scores,Protect,Partial,,Cloud Key Management,,05/11/2022,05/11/2022,10,enterprise,gcp,
172,"This control manages symmetric and asymmetric cryptographic keys for cloud services and protects against stealing credentials, certificates, keys from the organization.",T1588.004,Digital Certificates,['https://cloud.google.com/security-key-management'],['Credentials'],Cloud Key Management,Cloud Key Management,technique-scores,Protect,Partial,,Cloud Key Management,,05/11/2022,05/11/2022,10,enterprise,gcp,
173,This control's protection is specific to a minority of this technique's sub-techniques and procedure examples resulting in a Minimal Coverage score and consequently an overall score of Minimal.,T1552.001,Credentials In Files,['https://cloud.google.com/security-key-management'],['Credentials'],Cloud Key Management,Cloud Key Management,technique-scores,Protect,Minimal,,Cloud Key Management,,05/11/2022,05/11/2022,10,enterprise,gcp,
174, This control's protection is specific to a minority of this technique's sub-techniques and procedure examples resulting in a Minimal Coverage score and consequently an overall score of Minimal.,T1552.004,Private Keys,['https://cloud.google.com/security-key-management'],['Credentials'],Cloud Key Management,Cloud Key Management,technique-scores,Protect,Minimal,,Cloud Key Management,,05/11/2022,05/11/2022,10,enterprise,gcp,
175,"This control is able to mitigate against a variety of phishing attacks by requiring an additional key for authentication outside of the user's password. Compared to other forms of 2-factor authentication, this control will not allow for authentication to an illegitimate service or website as the key can not be transmitted from the hardware device to any other device.",T1566,Phishing,['https://cloud.google.com/titan-security-key#section-3'],"['Multi-Factor Authentication', 'Identity']",Titan Security Key,Titan Security Key,technique-scores,Protect,Significant,,Titan Security Key,,05/11/2022,05/11/2022,10,enterprise,gcp,
176,"Chronicle is able to trigger an alert for net use commands detected for SMB/Windows admin shares (e.g., "" net use.* (C|ADMIN|IPC)$"").

This technique was scored as minimal based on low or uncertain detection coverage factor.

https://github.com/chronicle/detection-rules/blob/783e0e5947774785db1c55041b70176deeca6f46/soc_prime_rules/threat_hunting/windows/possible_system_network_connections_discovery__sysmon_windows_logs.yaral",T1021.002,SMB/Windows Admin Shares,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",Chronicle,Chronicle,technique-scores,Detect,Minimal,,Chronicle,,05/11/2022,05/11/2022,10,enterprise,gcp,
