,comments,attack_object_id,attack_object_name,references,capability_description,capability_id,mapping_type,score_category,score_value,related_score,group,status,organization,creation_date,last_update,attack_version,technology_domain,mapping_framework,mapping_framework_version
141,"This control provides partial detection for only one of this technique's sub-techniques and does not cover most of its procedure examples, resulting in a score of Minimal.",T1098,Account Manipulation,"['https://docs.microsoft.com/en-us/azure/security-center/defender-for-servers-introduction', 'https://docs.microsoft.com/en-us/azure/security-center/alerts-reference#alerts-linux']",Linux auditd alerts and Log Analytics agent integration,Linux auditd alerts and Log Analytics agent integration,technique_scores,detect,minimal,,Linux auditd alerts and Log Analytics agent integration,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
142,This control may alert on addition of new SSH keys to the authorized key file and unusual process access of the authorized key file.,T1098.004,SSH Authorized Keys,[],Linux auditd alerts and Log Analytics agent integration,Linux auditd alerts and Log Analytics agent integration,technique_scores,detect,partial,T1098,Linux auditd alerts and Log Analytics agent integration,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
143,This control is only relevant for Linux endpoint machines and the only sub-technique relevant for Linux is Kernel Modules and Extensions.,T1547,Boot or Logon Autostart Execution,"['https://docs.microsoft.com/en-us/azure/security-center/defender-for-servers-introduction', 'https://docs.microsoft.com/en-us/azure/security-center/alerts-reference#alerts-linux']",Linux auditd alerts and Log Analytics agent integration,Linux auditd alerts and Log Analytics agent integration,technique_scores,detect,minimal,,Linux auditd alerts and Log Analytics agent integration,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
144,This control may alert on a suspicious shared object file being loaded as a kernel module. No documentation is provided on the logic but kernel module loading is a relatively rare event and can only be done with a small set of commands.,T1547.006,Kernel Modules and Extensions,[],Linux auditd alerts and Log Analytics agent integration,Linux auditd alerts and Log Analytics agent integration,technique_scores,detect,partial,T1547,Linux auditd alerts and Log Analytics agent integration,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
145,"This control is only relevant for Linux endpoints, and it provides partial coverage for the only sub-technique relevant on Linux endpoints, Local Account.",T1136,Create Account,"['https://docs.microsoft.com/en-us/azure/security-center/defender-for-servers-introduction', 'https://docs.microsoft.com/en-us/azure/security-center/alerts-reference#alerts-linux']",Linux auditd alerts and Log Analytics agent integration,Linux auditd alerts and Log Analytics agent integration,technique_scores,detect,minimal,,Linux auditd alerts and Log Analytics agent integration,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
146,This control may alert on usage of the useradd command to create new users and the creation of local user accounts with suspicious similarity to other account names.,T1136.001,Local Account,[],Linux auditd alerts and Log Analytics agent integration,Linux auditd alerts and Log Analytics agent integration,technique_scores,detect,partial,T1136,Linux auditd alerts and Log Analytics agent integration,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
147,"This control provides coverage for the only sub-technique this control is relevant for, Web Shell, but that coverage is Minimal.",T1505,Server Software Component,"['https://docs.microsoft.com/en-us/azure/security-center/defender-for-servers-introduction', 'https://docs.microsoft.com/en-us/azure/security-center/alerts-reference#alerts-linux']",Linux auditd alerts and Log Analytics agent integration,Linux auditd alerts and Log Analytics agent integration,technique_scores,detect,minimal,,Linux auditd alerts and Log Analytics agent integration,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
148,This control may alert on usage of web shells. No documentation is provided on logic for this detection.,T1505.003,Web Shell,[],Linux auditd alerts and Log Analytics agent integration,Linux auditd alerts and Log Analytics agent integration,technique_scores,detect,minimal,T1505,Linux auditd alerts and Log Analytics agent integration,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
149,"This control only provides coverage for a minority of this technique's relevant sub-techniques, resulting in a score of Minimal.",T1564,Hide Artifacts,"['https://docs.microsoft.com/en-us/azure/security-center/defender-for-servers-introduction', 'https://docs.microsoft.com/en-us/azure/security-center/alerts-reference#alerts-linux']",Linux auditd alerts and Log Analytics agent integration,Linux auditd alerts and Log Analytics agent integration,technique_scores,detect,minimal,,Linux auditd alerts and Log Analytics agent integration,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
150,"This control may alert on the execution of hidden files. Since this control is only triggered on execution, it may not fire on a variety of hidden files or directories that are being utilized for malicious purposes.",T1564.001,Hidden Files and Directories,[],Linux auditd alerts and Log Analytics agent integration,Linux auditd alerts and Log Analytics agent integration,technique_scores,detect,minimal,T1564,Linux auditd alerts and Log Analytics agent integration,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
151,"This control may alert on containers using privileged commands, running SSH servers, or running mining software.",T1564.006,Run Virtual Instance,[],Linux auditd alerts and Log Analytics agent integration,Linux auditd alerts and Log Analytics agent integration,technique_scores,detect,partial,T1564,Linux auditd alerts and Log Analytics agent integration,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
152,"This control only provides coverage for a miniority of the sub-techniques under this technique and provides no coverage for other relevant sub-techniques, such as Impair Command History Logging or Disable or Modify Tools, resulting in a score of Minimal.",T1562,Impair Defenses,"['https://docs.microsoft.com/en-us/azure/security-center/defender-for-servers-introduction', 'https://docs.microsoft.com/en-us/azure/security-center/alerts-reference#alerts-linux']",Linux auditd alerts and Log Analytics agent integration,Linux auditd alerts and Log Analytics agent integration,technique_scores,detect,minimal,,Linux auditd alerts and Log Analytics agent integration,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
153,This control may alert on manipulation of the on-host firewall. Firewall rules should not be changed often in a standard environment and such an event can provide a high fidelity alert.,T1562.004,Disable or Modify System Firewall,[],Linux auditd alerts and Log Analytics agent integration,Linux auditd alerts and Log Analytics agent integration,technique_scores,detect,partial,T1562,Linux auditd alerts and Log Analytics agent integration,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
154,This control may alert on activity which disables auditd logging on Linux endpoints. The auditd package may not be the only logging system being utilized and this control may not alert on activity that disables other logging software.,T1562.006,Indicator Blocking,[],Linux auditd alerts and Log Analytics agent integration,Linux auditd alerts and Log Analytics agent integration,technique_scores,detect,minimal,T1562,Linux auditd alerts and Log Analytics agent integration,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
155,This control is only relevant for Linux environments and provides partial coverage for multiple Linux-relevant sub-techniques.,T1070,Indicator Removal on Host,"['https://docs.microsoft.com/en-us/azure/security-center/defender-for-servers-introduction', 'https://docs.microsoft.com/en-us/azure/security-center/alerts-reference#alerts-linux']",Linux auditd alerts and Log Analytics agent integration,Linux auditd alerts and Log Analytics agent integration,technique_scores,detect,partial,,Linux auditd alerts and Log Analytics agent integration,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
156,"This control may alert on possible log tampering activity, including deletion of logs. No documentation is provided on which log sources are targeted by this control.",T1070.002,Clear Linux or Mac System Logs,[],Linux auditd alerts and Log Analytics agent integration,Linux auditd alerts and Log Analytics agent integration,technique_scores,detect,partial,T1070,Linux auditd alerts and Log Analytics agent integration,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
