,comments,attack-object-id,attack-object-name,references,tags,mapping-description,capability-id,mapping-type,score-category,score-value,related-score,metadata-key
260,"The mappings contained in this file were based on Amazon's ""Security in Amazon Virtual Private Cloud"" documentation listed in the references section. The following VPC components were assessed to produce this mapping: Security Groups, Network Access Control Lists (NACLs), VPC Peering, VPC Endpoints, and Virtual Private Network (VPN).",T1008,Fallback Channels,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],['Network'],,Amazon Virtual Private Cloud,technique-scores,Protect,Partial,,2
261,"The mappings contained in this file were based on Amazon's ""Security in Amazon Virtual Private Cloud"" documentation listed in the references section. The following VPC components were assessed to produce this mapping: Security Groups, Network Access Control Lists (NACLs), VPC Peering, VPC Endpoints, and Virtual Private Network (VPN).",T1095,Non-Application Layer Protocol,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],['Network'],,Amazon Virtual Private Cloud,technique-scores,Protect,Partial,,2
262,"The mappings contained in this file were based on Amazon's ""Security in Amazon Virtual Private Cloud"" documentation listed in the references section. The following VPC components were assessed to produce this mapping: Security Groups, Network Access Control Lists (NACLs), VPC Peering, VPC Endpoints, and Virtual Private Network (VPN).",T1571,Non-Standard Port,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],['Network'],,Amazon Virtual Private Cloud,technique-scores,Protect,Significant,,2
263,"The mappings contained in this file were based on Amazon's ""Security in Amazon Virtual Private Cloud"" documentation listed in the references section. The following VPC components were assessed to produce this mapping: Security Groups, Network Access Control Lists (NACLs), VPC Peering, VPC Endpoints, and Virtual Private Network (VPN).",T1219,Remote Access Software,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],['Network'],,Amazon Virtual Private Cloud,technique-scores,Protect,Partial,,2
264,"The mappings contained in this file were based on Amazon's ""Security in Amazon Virtual Private Cloud"" documentation listed in the references section. The following VPC components were assessed to produce this mapping: Security Groups, Network Access Control Lists (NACLs), VPC Peering, VPC Endpoints, and Virtual Private Network (VPN).",T1048,Exfiltration Over Alternative Protocol,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],['Network'],,Amazon Virtual Private Cloud,technique-scores,Protect,Partial,,2
265,"VPC security groups and network access control lists (NACLs) can limit access to the minimum required ports and therefore protect against adversaries attempting to exfiltrate data using a different protocol than that of the existing command and control channel.  In environments where unrestricted Internet access is required, security groups and NACLs can still be used to block known malicious endpoints.  Because in such environments the protection is limited to known malicious IP addresses and domains and does not provide protection from such attacks from unknown domains and IP addresses, this is scored as partial coverage resulting in an overall Partial score.",T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,[],[],,Amazon Virtual Private Cloud,technique-scores,Protect,Partial,T1048,2
266,"VPC security groups and network access control lists (NACLs) can limit access to the minimum required ports and therefore protect against adversaries attempting to exfiltrate data using a different protocol than that of the existing command and control channel.  In environments where unrestricted Internet access is required, security groups and NACLs can still be used to block known malicious endpoints.  Because in such environments the protection is limited to known malicious IP addresses and domains and does not provide protection from such attacks from unknown domains and IP addresses, this is scored as partial coverage resulting in an overall Partial score.",T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,[],[],,Amazon Virtual Private Cloud,technique-scores,Protect,Partial,T1048,2
267,"VPC security groups and network access control lists (NACLs) can limit access to the minimum required ports and therefore protect against adversaries attempting to exfiltrate data using a different protocol than that of the existing command and control channel.  In environments where unrestricted Internet access is required, security groups and NACLs can still be used to block known malicious endpoints.  Because in such environments the protection is limited to known malicious IP addresses and domains and does not provide protection from such attacks from unknown domains and IP addresses, this is scored as partial coverage resulting in an overall Partial score.",T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,[],[],,Amazon Virtual Private Cloud,technique-scores,Protect,Partial,T1048,2
268,"The mappings contained in this file were based on Amazon's ""Security in Amazon Virtual Private Cloud"" documentation listed in the references section. The following VPC components were assessed to produce this mapping: Security Groups, Network Access Control Lists (NACLs), VPC Peering, VPC Endpoints, and Virtual Private Network (VPN).",T1040,Network Sniffing,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],['Network'],,Amazon Virtual Private Cloud,technique-scores,Protect,Significant,,2
269,"The mappings contained in this file were based on Amazon's ""Security in Amazon Virtual Private Cloud"" documentation listed in the references section. The following VPC components were assessed to produce this mapping: Security Groups, Network Access Control Lists (NACLs), VPC Peering, VPC Endpoints, and Virtual Private Network (VPN).",T1557,Man-in-the-Middle,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],['Network'],,Amazon Virtual Private Cloud,technique-scores,Protect,Significant,,2
270,,T1557.002,ARP Cache Poisoning,[],[],,Amazon Virtual Private Cloud,technique-scores,Protect,Significant,T1557,2
271,,T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,[],[],,Amazon Virtual Private Cloud,technique-scores,Protect,Significant,T1557,2
272,"The mappings contained in this file were based on Amazon's ""Security in Amazon Virtual Private Cloud"" documentation listed in the references section. The following VPC components were assessed to produce this mapping: Security Groups, Network Access Control Lists (NACLs), VPC Peering, VPC Endpoints, and Virtual Private Network (VPN).",T1565,Data Manipulation,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],['Network'],,Amazon Virtual Private Cloud,technique-scores,Protect,Partial,,2
